Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz)
Low,1.385534721345612,1.8831161006068937,0.1719529503227548,1.5684423590405057,Sand,2.5188394242925227,5.830887755791482,69.29228606154743,5.782219023266134
High,0.24252515612935166,1.357377691696113,0.31420676970224554,0.7915153725724088,Soft Soil,0.842682740360074,6.730442643974612,48.70188810404956,8.64398491457782
Moderate,0.8083410708289043,0.2459257917974009,0.09681602628527833,1.3960140633021938,Soft Soil,1.5194148906914249,6.395035069953368,13.310186426798662,4.865688846309432
High,0.40919389614821244,0.7738657894716573,0.07386448862918431,0.34458946416262626,Soft Soil,2.1815092177543973,6.347352529581425,22.212909121715697,0.8774191408215709
Low,0.15450194865593442,1.146260420937618,0.4690940056444975,0.11465230440602647,Soft Soil,1.4054184659016467,5.5410692094006775,7.384577365128781,5.649339588926032
Low,0.15042634560799695,0.8660947366531792,0.4589059916743123,0.1339539853826478,Soft Soil,2.80109072911831,5.113669972632563,57.85506043114878,3.3875315191558224
Moderate,0.3453104809481583,1.6839236199028274,0.44384700116622827,1.0972229535877527,Soft Soil,2.194556816031372,5.385098512040459,62.58091844594892,1.6339236748455654
High,1.3134784963084003,1.6478749089489795,0.31309129163313015,0.8741713389214993,Rock,0.9581947780961804,4.748995742235057,51.06848753718899,8.505441681506383
High,0.49547024156783726,1.2624789381961208,0.40432583739692285,0.9806260931444836,Clay,2.7998122954385467,5.3915883382060965,81.89311116725888,5.263835178612104
Moderate,1.430642838805414,0.8095700957521399,0.03544943151877608,0.112687338709273,Soft Soil,2.90708664798769,4.541404039314208,86.23987330949335,9.33943648255276
High,0.9142712101848709,0.5851391101501638,0.1680597319034489,0.8185672534176237,Clay,0.9709673204617961,7.3226628028619025,61.94681527162954,8.079563395570384
High,0.7112598656762724,0.30116120460494566,0.15753785925382097,1.3207158740414635,Clay,1.971192516694893,5.923689333244573,2.262891491035624,6.960420758359307
Low,0.9121243685372363,0.7743055986244526,0.31818701565435403,0.8525792933446409,Rock,1.467401420871175,8.879151201421088,69.82773591902583,0.14975248331658816
High,0.8233777393167748,0.8850277826946671,0.17862292896184961,1.344772650730778,Soft Soil,1.6642459682590853,5.37172672849334,42.381922475114806,4.3354522207186745
High,1.1622867552602552,1.3840635576977398,0.07510488404019672,0.49613223947461915,Sand,1.1952326795017523,6.056228566393172,56.990190839412314,2.05511418835512
Moderate,0.49549449236199317,1.3505036661653895,0.2986370706313583,1.4823414076189334,Rock,2.071758624427308,6.1102852138868995,65.25897959986956,9.11689931938379
Moderate,0.5942705482404234,0.2332054653183882,0.4073775764138717,1.100333108770869,Sand,2.9075545771475593,4.538031732281072,35.673424818380596,1.8283814482959668
Very High,1.351732023546551,0.8509926993191997,0.1916796237355266,0.45829726903084056,Clay,1.90675972059754,8.276435788677565,91.79275201200763,2.9319945114269266
Low,1.4250391184105677,0.44537984771298766,0.06700208883414237,0.502424808951516,Clay,0.9824120790678585,4.643975070649462,14.263511808228339,5.216684000571542
High,1.3495815184810642,0.3979441401019308,0.09914741045909871,1.167651789768213,Rock,2.1640029336502984,8.730809256281585,67.4796689208227,2.7072998280809846
High,0.6872271915402389,1.6718740845007674,0.1195041692795226,1.5108973084611539,Rock,1.5484905877927657,8.514334579921293,1.4315984157014623,2.1776603050633
Very High,1.1925117042096343,0.1796389117608893,0.15064889890427358,0.8065672294495637,Sand,2.6830354171008555,6.909848622386836,92.5404594351129,6.031083318517249
High,0.7668700266215382,0.8964474642140304,0.32175474018264827,0.5391107295169068,Soft Soil,1.7562919262962347,6.946180087100814,12.137909190571058,0.9804022752747362
Low,0.796555793004543,0.41958694595638457,0.3008717967843218,1.5739197317480207,Sand,1.2242471396729404,7.442000653302704,10.39353878460989,0.6758608113371547
Very High,0.3865521526801975,1.7707274097891006,0.3483438509219525,1.2377560959764193,Rock,1.2204323699205188,6.2417250537069915,33.96775567217218,3.785228422342107
Low,0.927582424561923,1.1583769752225668,0.18188849028122506,0.8617453283812301,Sand,2.491281197586553,7.41250027529035,37.98306231786898,7.234578099627837
Very High,0.36059025685468715,0.5396232091160112,0.4121748282881092,0.9294303319748131,Rock,1.384292716276192,4.701457749098191,22.215707159964982,5.592586906912085
Very High,0.5641905786940713,1.054611845616115,0.10283974291672437,0.4472359954918739,Sand,2.4879134671502907,4.74321432307377,58.92704443178535,4.28647703782111
Moderate,1.2970422822679093,1.48982408343592,0.2350513330115588,1.1655644711102346,Rock,1.2529520836865187,6.55753688828795,44.848495706154395,5.700940485823366
Low,0.38990613289519727,1.9204242169469241,0.40066842204917374,0.7098622679229106,Rock,1.5077100111428807,6.973300354977157,4.383383315067654,3.717969698067409
High,0.19962159924280592,0.5188474080662959,0.09089916521857701,1.792596800346394,Rock,1.8240713393673387,8.495179381511186,32.64555416327477,9.367848720777918
High,0.19661062965794282,1.7837453670457557,0.05582169375665069,0.9163119759452093,Soft Soil,2.8750308693255917,4.9709728525855335,81.23285844374388,0.6435584200166659
Low,1.417098328704351,1.8751778169182316,0.44195829987630686,0.9260055305223424,Sand,2.8498091344584147,8.201915672372502,69.28045195132499,6.7665756423953685
High,0.8096886131465684,1.841199034610926,0.17212190171683875,1.0619480385981421,Sand,1.2551181259290332,5.445213017814313,72.76221450440816,8.92369838179473
High,0.6731769005438256,1.3072872780376288,0.34225119232960693,1.6584852053018695,Sand,1.5880818907347602,6.273376418295143,70.11357548426884,8.05845861647901
Low,1.2352300134110858,1.2966592434259447,0.013648953527705301,1.4613907697615756,Rock,1.1286786545982992,5.924710956723358,31.786329116920296,1.9220062447323227
Very High,1.2701562990747224,0.8661002030492632,0.34533339731631535,0.8669211186563304,Sand,1.9219671744896938,6.300698727894296,10.866728285600812,3.0296708549048548
Low,0.5650674463618465,1.529555976377197,0.1587345544619383,1.3217887521537532,Sand,1.8132816115282666,5.177229741326635,27.974251219276503,7.198774593200336
Very High,1.0710652804633134,1.1094586348667708,0.02881468594013343,1.0966003479272948,Rock,2.781672357391612,6.766065334815997,83.34674471833077,0.9342785358895788
High,1.1795719421926412,1.3871323353337595,0.30529656801251037,0.9370239827921232,Clay,2.84601183114036,8.107391654241152,98.06660898052404,8.137430828342582
High,1.0165109616123362,0.9140700173127113,0.12116110422051345,0.42693681373339587,Rock,1.6438482602160427,6.486903046705036,49.89085445941457,7.217178751587424
High,0.3122331047201391,1.4898432816819642,0.19401681378388813,0.8886916478733146,Sand,1.8818234746417768,6.7077610915418955,1.96033513738118,7.323105827429892
Moderate,1.3262363169238798,1.6664958834486432,0.041209825330970284,0.5178915979383769,Rock,2.771719748121493,8.319454133765914,14.864436401288675,1.092389565649155
Very High,0.8547323738304121,0.37822888754535067,0.07443446229637772,1.655231654747813,Clay,2.5747571770391353,7.677261515871139,32.885976956310316,7.205829393680685
Moderate,0.49546139691800517,1.6825664595910332,0.14969064051242603,0.6701915829437898,Rock,0.8080438849582284,6.707044838339032,58.279949510702025,6.830199439677703
Moderate,0.6953194596127714,1.1265634104015838,0.04578999077951841,1.7188488247067328,Sand,1.5041310412038817,5.659630416851309,8.434270934726083,8.32613265913632
Low,0.15259952655847034,1.7048652272714262,0.4555023060784713,1.006193993161009,Clay,1.7279033322594772,8.48217036080235,94.39237257227828,0.5117999669390481
Moderate,0.2790135217113846,0.9194732420479277,0.0040174745488052305,1.1736254437494726,Soft Soil,1.30537582410311,7.0965918076075125,37.14328365515567,0.32879561783114275
Low,1.1717654507222053,0.8201769222277665,0.2424462492132914,1.0229987556318572,Sand,1.2390575549710654,5.49516424549812,91.34583757455748,3.7927702887977515
Low,0.10001628865751261,1.8386153917827226,0.06250048160814317,0.31994704884339153,Clay,0.8831259145104953,5.711038886871046,78.27165847294515,1.5730040101066136
Moderate,0.683192159875209,0.5772216083419625,0.1545318656494963,0.7388960723134996,Clay,2.2154133951534734,8.114098900213106,75.78828997904253,5.628006327945196
Very High,0.8315142535198238,1.7040034180436718,0.46310372034931446,0.2685483908719607,Soft Soil,1.3775226390629647,4.698655029393549,61.06523839844097,9.181754124916814
Very High,0.1764881880013612,1.0196390877678678,0.08168558208371944,1.159021875111749,Rock,0.9151637925488889,8.96441484162969,63.05159788813262,3.975649330306756
Very High,1.462309428161266,1.0767813408473934,0.482950327539448,0.8596861318407462,Rock,1.30815448316174,5.086582558716563,64.16232028640857,8.465008734998781
Very High,0.4165754637495407,0.6860897348300196,0.10369139411772144,1.4225744516705927,Sand,2.5642106962394786,8.082308364286218,63.24341731553263,0.1023846577268781
Very High,0.5258782074907932,1.1887801811761298,0.37104148812494797,0.47479981769892876,Soft Soil,2.6732761996224026,6.276488925472573,55.81909490843776,1.7682949702459239
Moderate,0.5255195171570383,0.7179012729248014,0.27379195518375854,0.3797622993298694,Rock,1.862745739425266,6.714972824793601,98.654987829806,0.40119304257544763
Moderate,0.4225833269642898,0.17461188705913938,0.4423548850707828,0.7907647926384053,Soft Soil,1.7153554748991096,8.4629275985906,73.49676617514392,3.3486570870991796
High,0.10206335092083599,0.6167973501542764,0.2774426344960623,1.675195151471248,Rock,2.9512781257039205,6.3581003531514595,77.91769245085959,9.091076997395378
Very High,1.121082711723195,0.1121201824725223,0.26774505035899804,1.3077170855211,Clay,1.241242251093754,6.918721891529556,87.37381869328374,1.0598260236299788
Moderate,1.4535836997189995,1.9588740954080277,0.09853354218383155,0.8121701621479617,Rock,1.2737904222801388,4.721848480841265,22.348336509859067,6.103456789763624
High,0.4140108765990631,1.9349196986575203,0.0839484516637777,0.9793626885823279,Soft Soil,1.4421077894800796,4.510563632403539,9.296611750411017,4.569809797282497
Very High,1.0282660685247913,0.8507950651973796,0.4583280864066416,0.24316211900106718,Clay,1.180066100218392,5.601599428507766,48.806549223261264,9.390835302421543
Low,1.138654857742201,1.4839046232453275,0.164591261226167,1.7737790238393922,Clay,1.6346043160492107,7.562623918134452,51.89398886630804,1.312939511117229
High,1.2877955307267346,0.7570315869798074,0.18666904522648506,1.2328924179813623,Clay,2.8038352993774582,5.045692020116115,83.08899621504186,2.1990757199720665
Moderate,0.6916808758190527,1.3750769984633546,0.3801520055557658,0.5851869163878182,Soft Soil,2.1537652493828636,5.011928814620473,44.93457434895123,0.39246548925378344
Low,0.5241032678966009,1.6303170817873602,0.17007291772898087,1.0958742701659154,Sand,1.7062824069469802,6.3493227361615645,57.514449528886956,4.3959589713506
Low,0.5554131876322436,1.8988368649152574,0.4760791608728624,0.2861200223172897,Sand,2.8557037480566727,7.415266673737019,53.18002291283237,2.850545705690078
Low,1.0976698663379179,0.8604033241143767,0.3692259567304014,1.741922336972892,Sand,0.9066213114468091,7.704323965115687,4.782075591981714,8.712068745514177
High,1.2434912531078905,1.5882661676164906,0.29911719204413656,0.3971344794017221,Soft Soil,1.262607591384095,5.303028033442686,61.90627476309449,6.088914050657775
Moderate,0.35425955485924376,0.6052640562010256,0.4405666851118315,1.2016515406938642,Clay,2.04495493122387,4.858146663174191,82.97628529165097,6.179498305959447
Low,0.6193174114208713,1.981631377207932,0.025753348266391893,0.5172725863161818,Sand,2.1542157710249943,8.731786652754948,16.59255425950458,5.365915899124894
Very High,1.36271627544881,0.14896223765226718,0.12927428340241517,1.3198543505025109,Soft Soil,0.8870265144377489,5.672998721529458,59.83884165873298,1.0093183385690898
Low,1.229370927572635,1.2467047323521299,0.23305313077623407,1.4205963243084778,Sand,1.686685267395691,8.340059239239258,59.76744390019502,4.505684968881017
Low,1.4788017638674662,1.3530613651375216,0.11426229119628899,1.2448135391494355,Rock,2.22813872262792,8.385711527082682,17.254311441579514,9.995101378114313
High,1.155947563554913,1.407286558440845,0.3722086884637738,1.1446490824338273,Sand,2.3357552020874834,7.9763516629314495,13.222893799342867,8.368769979375546
High,0.6504732814390911,0.32873639969926916,0.45968480749580887,1.61719745971842,Sand,2.203907785535793,5.259751229936565,98.025142354672,8.945244636254447
Moderate,0.9268929675924928,1.8832065885989477,0.21246128984553078,0.23366540868258867,Clay,1.505239093594034,8.1981065666439,39.978197795650715,8.249940956540344
Very High,1.0254199559462485,0.44424823019515736,0.17172416745583557,0.6625551018263318,Soft Soil,1.005744271915401,7.96162751658714,23.5147511436294,1.1201127649667286
High,0.2098381428439735,1.283231466155698,0.4808138153366456,0.5220887153724382,Clay,1.7396473821225351,7.185253455477977,17.96112990098312,2.3517377152415166
Low,0.8622957427454111,0.5230845503338614,0.22298136398094287,1.7796237355112168,Clay,1.083259762209722,6.017409158260287,67.09256964474027,0.13090434842845533
Moderate,1.0930491598616534,0.6837111923404147,0.24503515182419233,0.7619626254336849,Clay,2.884772048745468,5.681288719199449,61.3350844354006,3.1047502362933037
Low,0.33424982560148453,1.1382712292834363,0.17647328629861078,1.345441588708678,Clay,1.8453759052497822,5.048501454361615,64.71166017575433,1.1752132832302766
Low,1.19288440439578,0.8926674952726953,0.4548646880330571,1.264032778597708,Clay,1.497970183585109,6.793906801053922,9.712596723633773,4.780654118485671
High,0.9172818927197562,0.404428641855362,0.28490878615764353,0.46053810371154213,Sand,2.48586895646158,7.13367393979431,89.45992376634526,6.803562136881629
Moderate,1.4331104999766324,0.42477916459961174,0.3813251190036407,0.5062960563596373,Clay,1.8954869036809807,6.117025457321042,39.53737328409578,8.757602420876962
Very High,0.15939121748964838,0.8944750975093193,0.4060915524570923,0.578183758040158,Clay,1.4820748528273904,6.639115804563908,32.023571236605434,7.517249934399892
Very High,0.4714565925776537,1.5388376587234514,0.17158267191671184,0.7989163730409446,Soft Soil,2.586329033259764,6.1358150581617,46.77378327752618,9.391997398207202
High,0.9421754310197537,1.8061328290107983,0.21741347132886965,0.4983526116058955,Rock,2.7077347322024687,7.384527257943155,39.616540509015195,0.633593074898509
High,0.5151838770883029,0.25984255829282743,0.42438741542872604,0.13340752066964126,Sand,2.2806179658350896,8.555666435084536,86.49412331077544,0.22058037062376026
Moderate,1.1001938296997391,0.846897424362862,0.18226442048622932,1.5949681965722324,Sand,0.903321729296868,5.237641179211252,92.99683654459132,6.647247326978505
Very High,1.1626073955307035,0.29046657107346563,0.3971736315924738,1.741536713347503,Sand,2.0459103363663704,6.216339644564055,31.041868428511016,2.964588861200238
Very High,0.24352234969306422,0.13152571320193598,0.4705551689646441,0.6806696579536655,Clay,2.4792488063940197,5.133908717778876,86.52964493853553,2.609660059447154
Very High,0.8193962498894748,1.3572654970235176,0.3119819761609355,0.6754616950233038,Clay,1.1003066265838808,7.312246966835244,78.37078982377365,3.3757821681685636
Low,0.8124467778274782,1.2446539397365168,0.3710720164384926,0.11205608171643068,Clay,1.3030756530461276,7.779917292698681,93.14995956213141,2.7709809731344053
Very High,0.6169930783017574,0.40973631624828377,0.4027435587085263,1.256426170161636,Soft Soil,2.7414892311499006,8.693607296688551,25.329280906402897,5.163220422385714
Low,1.406094807597541,0.5442443828768218,0.4226747847994246,1.5032478227726689,Rock,0.844267788076763,5.754923668174342,58.11895586197693,4.457469627518911
Moderate,1.2585088478225097,0.14504473192458492,0.19813161559054118,0.3492341106120054,Clay,2.4559997032171474,8.775950426394436,28.179913889304018,5.173042658628898
Low,1.0760931346734914,1.686399690819367,0.026580466128823088,0.3714327939241563,Rock,1.8423012435317305,4.784682023193037,82.58535455795305,6.759864753854318
Moderate,1.1000572900289967,1.9519121324922477,0.201536259347133,1.4431415249514443,Soft Soil,1.7828987494471353,7.213562385140647,1.5270948665353616,3.9325920388143687
Very High,0.7464026013383667,0.3573731199099125,0.3372043586622608,1.147694272202046,Sand,0.8156123714887519,4.757097237044984,56.917097125753216,2.5879461027073525
Very High,1.3893923295352062,0.5398029061540665,0.2257248425046156,0.17626294796711894,Clay,2.6026761081262846,8.521983844928751,34.58113969591988,1.7453853144065803
Moderate,1.0724335981545996,1.7499780954991746,0.37473261227933885,1.1583298837858789,Rock,1.5916147814004464,6.884140756815244,32.945687000704204,3.559793783372993
High,1.1205734863181431,1.8602812161167512,0.17913423230486328,0.6251601288344023,Rock,1.9896843888611946,7.512067578432582,64.84572606262678,7.443884104937103
Moderate,1.3063672653022833,0.8972920273329396,0.31773732641091074,0.7268327643004381,Clay,2.290061509938451,8.242082666597037,85.2969604820854,7.591378610103549
High,0.4837002250790674,0.19618269731124083,0.09402348262213332,1.4085434111046964,Sand,2.3457850681634147,5.17639780117786,61.3103437479393,6.702363328173682
Low,1.2298992654133842,0.17484448401635688,0.3749353488858335,1.4785898275434382,Sand,2.9031561294173596,4.673662028721602,85.46412488602553,2.4168789355380587
Low,0.37333684413908885,1.19050474553112,0.2733022884376999,0.7806062656277121,Sand,1.96894789712054,8.454965156607834,27.195114076221966,5.922053833961507
Low,0.5834787331428429,0.84650070689704,0.10282812988475369,1.7101599912108032,Soft Soil,1.6793830121437407,5.917199523565197,52.43068362173313,5.749827649610795
Very High,0.5698546359777797,0.15443961239754359,0.14666367557540583,0.7909866205185228,Rock,2.8981479782817576,5.080405085672243,45.60311736764053,4.894235361286282
Low,1.469935655744797,1.208179545393858,0.37455574558233434,1.412121259891187,Rock,2.2126425170561466,6.608075566891889,2.1528450508065253,5.544791965200256
High,1.2991521132470976,0.1214748195191427,0.24181801659509883,0.9225913497592404,Rock,1.4559307838084226,7.192377340632085,56.12440217093327,4.968727262974314
Low,1.0816378062263636,1.5960067204836186,0.10879968875614303,1.6258049550875429,Soft Soil,1.0782213398878566,4.6393677154012956,66.49090809047132,5.698018024133671
Moderate,1.117879466261546,0.6822223631364059,0.4836683239947785,1.6431941142053037,Rock,2.653619903223399,5.737030462156895,59.599526037487934,7.183508950749174
Moderate,0.8869019121635995,0.17649020571754098,0.35784738488862705,0.24860857338084255,Soft Soil,1.5967995261471337,4.6475994342460325,73.89170997955873,1.1853191245940535
Very High,1.4259269339519267,1.2178692198679912,0.4786102814373583,1.6920386632273838,Sand,2.2530333870017487,6.391509251379746,57.56261331685464,7.521294946275335
Moderate,0.7947622540353061,0.8556003874228039,0.21412541763481127,1.5034092305847067,Clay,1.835796122604976,8.5279501307981,7.608275230224935,1.4452728862631827
High,0.6327247938178523,1.950220785378584,0.2380750700051685,1.4452282143315338,Rock,1.2376455155490844,8.921935851721061,12.528106884386432,0.7596171842627095
Low,0.32824947170422736,1.1339774587570342,0.44907965287632456,0.4415492774653882,Rock,2.1237105389650233,7.366713990766324,60.05098317685129,9.76318889359253
Very High,1.2006879131654813,0.6229544439703157,0.26299962078244693,1.4687026548829305,Sand,0.9335027516915011,5.227369622030663,28.222940005390377,9.57421851181737
Low,1.128221504905828,1.447933842804552,0.3539321770409279,1.5452256489645626,Clay,1.7093534117166231,8.576322254996876,8.884867774441819,0.6983217949115841
Low,0.6380970539337888,0.6158348048311515,0.12683426587026944,0.5915555685720566,Soft Soil,2.0025528672600763,6.823115204400272,43.53067160140613,4.488209070602125
High,0.1352707795429211,1.8180622536743738,0.22391650788261763,1.7188421332159505,Clay,1.759303343060874,5.191871904463131,55.87793721028188,1.94382488916777
Moderate,1.274596258805215,0.8119717439640152,0.06260148303936719,0.18476224887857923,Sand,2.44707878555218,8.647770012532476,33.54585284661105,4.904914481630739
Moderate,0.11598517683570309,1.14475026927479,0.10378403790260388,0.35484573052013746,Sand,2.6214348999996875,7.908610728253963,72.32293652035202,8.318754705695914
Low,1.0851796914806713,0.19608889726603485,0.0014707642185479125,1.0138879346875744,Clay,2.496734762872992,7.792673727254182,64.73329020202323,9.511056569954613
Very High,1.45835995361648,0.9096303521092384,0.020593260772681456,1.0788472009079264,Soft Soil,0.8853884851859647,7.691313167074821,33.949017748075526,6.37910126917022
Moderate,0.7127258594074848,1.6814907253558904,0.48866462776528774,1.1967551416115358,Soft Soil,1.227083294981139,5.401529194933991,75.7323803619475,3.603666105396989
Very High,0.4289627669943339,1.6307327301903496,0.12193449387324438,0.12884751983629297,Rock,1.9805365203803036,5.449530112683867,65.22080921077051,6.072923099881524
Moderate,1.0868194140607343,0.5262052618216999,0.331992044042497,1.7326235168576216,Soft Soil,2.856608488976363,7.597318492922648,64.10709249307232,3.1888129304736585
Very High,1.2439793988218193,0.529550234920069,0.41971074970100614,0.17579975764804479,Clay,2.6369049051146574,5.4887523754967855,55.78934237791974,9.107254044237397
High,0.8650024425089862,1.65288009320515,0.27577956915904556,0.34320531962978407,Sand,2.6535759183739636,6.47402263561372,2.1275771407667268,8.716964584747785
Very High,1.4538493853586048,1.8677569983217184,0.07741910554189414,0.12382467979429687,Rock,1.467058026271285,8.019008215172736,69.95421116421203,5.6264943277686434
High,0.17233621032114554,0.28118575041870675,0.364330102230747,1.063659336599961,Rock,1.7447853735731458,8.027786331440284,38.22813731980649,3.3155092622655697
High,0.8067138376263393,0.955111414909828,0.30052545363969196,1.684853702665653,Sand,1.8355530840950625,6.539677976366368,94.3183613057069,3.004557788271486
Very High,1.1058355262515702,0.741163130032035,0.3658940440843402,1.2321101823367893,Soft Soil,1.146217483369803,8.064854722238604,81.98049233664332,0.43083814758008865
High,1.3076966596088506,1.7543080653691348,0.38510356480568647,1.4985176964167264,Sand,0.868349886537804,8.273798082891256,59.18175248359991,8.176626425150422
Low,0.35095785667090607,0.25869733789203564,0.4877297734746878,0.12257804587958615,Soft Soil,2.8831863788131376,7.446490880779171,25.966016200107674,4.558793809086179
High,1.220004874469154,0.5011392908602711,0.28720807673332827,1.0214260074155344,Sand,1.329567688459715,5.527916335387891,21.16802193448899,3.318815991162618
Moderate,0.8737899060059633,1.5296898414143392,0.1714789152326103,0.8812570617593871,Clay,1.327887588191989,5.733053011734964,34.698098930077364,4.7639925144777635
Very High,0.6551751547859485,0.1974583130643096,0.3245838138932183,0.9482455051753481,Soft Soil,0.983433918291271,5.916785199339309,48.18022641442183,8.205506105501055
Low,0.28440104001073097,1.0358172233571497,0.03515191391207044,0.22276241506981953,Clay,2.8427170542763127,5.025618484802784,30.31048549385576,1.3336806563044599
Very High,1.3114140624724775,0.9400033658914679,0.44880126184247154,1.2635401138178228,Rock,2.0754216528674982,5.729218291664753,51.97802004385579,8.590794283594091
Moderate,0.3201824914516015,0.7353622400786224,0.0605711246577602,0.9554747052596785,Sand,2.2674810856757786,5.442836509406394,17.371672125805407,8.985337467572705
Moderate,0.5337030028927389,0.8496873991059551,0.16459357610502331,1.4007530447641487,Rock,2.8054691519787154,6.54897937413871,97.79356846972449,9.472408358835493
Moderate,0.5060637447474116,1.1068871151674426,0.40805694493243433,0.9249940779049161,Rock,1.560364371581737,8.587968965425192,11.684530941534392,4.035131124984015
High,1.319979647867196,0.40659798093792787,0.2990588767870252,0.3539487815849345,Rock,2.167316084503785,4.970161425392812,93.26246982578283,2.2496899999729516
High,1.041784191892457,1.1867921687388263,0.1974241246184436,1.2020368219322974,Rock,0.8853588004035524,7.74120565776328,91.4442231288668,3.7990441028203152
Very High,1.2153539560679212,1.630321425669974,0.23724439402813569,0.3930568155787826,Sand,1.2108995621084846,7.592773519859074,53.010687700130305,3.3958297526908927
Very High,0.4506550583094986,1.5443057666013023,0.427419149207888,1.5830707577031855,Rock,2.6287407711978736,4.930893893985109,72.76611691177236,1.8439237337783148
Low,0.9748237394497984,0.39240981891816995,0.1706621886438862,1.1422976064177106,Sand,2.486890383944339,8.6515758220761,44.1687814992862,6.11194003400473
Low,0.9004443764012481,0.3835739925088004,0.4349551927212735,0.36724660204682225,Sand,1.5714139212057232,7.058124909705688,63.37342317670138,4.818579189035426
Very High,1.2659625275035795,0.6095312987153353,0.04497908105736906,1.7359746977180517,Clay,1.6289833811032675,6.136764845110579,34.71701780469075,8.670439824007635
High,1.3685218846737648,0.7860419800479707,0.38862242016710674,0.981221287670045,Soft Soil,1.973819753817875,7.90442362572888,30.81474295875909,0.4178848467723767
Moderate,0.11701948006834154,0.8760656046761168,0.42392626889431345,0.22392736818181352,Soft Soil,0.8005302103072961,5.658144562807353,58.24474883078186,6.47429248279575
Very High,1.0436278866823097,1.391424711983356,0.09172700876583204,1.1656159375056143,Sand,1.3307375392836613,7.620794266708442,50.31483774421405,7.653193897264455
Low,0.17257011876762063,0.20769282111508727,0.21574291965372802,0.5304381419217774,Clay,1.2581099789380719,4.678700434075113,58.37410054584813,7.618917034964239
High,0.8684021311082982,0.16587813802952614,0.08358438755716416,1.4662788681914143,Sand,1.3510624828494797,8.277336169241725,29.379397547415277,8.872132274245699
Very High,0.5026858206611494,0.8446300695934271,0.3535954603681147,1.490297525062524,Sand,2.572992853573571,6.516768811595933,37.32882534988253,7.317434054011991
Very High,0.5294872393309976,1.424611015062163,0.26813853626276674,1.7642105049529253,Sand,1.4152824844021752,7.365118114610738,9.305898102262022,9.285319610312193
High,0.5941419048332992,0.46752715161731684,0.3180263500074522,0.9531782027416562,Clay,1.2213469085103261,5.495570189130077,6.175360854948366,3.3933003382268256
Very High,0.9698094286694541,1.3188585143868783,0.09904699651114937,0.8734266955371531,Soft Soil,1.9093796137446695,7.546831706963015,26.09225583762861,5.081773225840276
High,0.5676699519362769,0.593673462086569,0.10666118516415735,1.380908529259017,Clay,2.7044190800200107,7.975081241519744,8.35043907372403,0.2393886665006177
Moderate,1.1257786708263926,1.783563606745681,0.02170716542944328,0.32520011578127517,Rock,1.3309693484424998,6.629459340979794,11.273696154839328,0.168880114302583
High,0.6663383398034175,1.8018108941065714,0.16171170006266913,1.029756373448311,Clay,0.9727797341441572,7.279771158278074,81.47991213399978,2.4772535424700473
High,0.19569448043394205,0.6648456881345203,0.2803125860055038,1.0286209202224466,Clay,1.5840904188692626,6.553466657200794,4.84849600465224,1.0979912516769441
High,1.19726377947775,0.536988132530157,0.42910952208466707,0.25210430877765827,Clay,2.4448340140429514,8.523411161660306,66.23533659953954,2.676092542563961
Very High,0.5000616544297883,0.8814775469258394,0.3337967962818817,0.8105729453617531,Clay,2.011519198328548,6.7404113123144365,27.98321713272465,1.8527286158311345
Very High,0.7058736314389676,0.5570100118422826,0.21826276537647596,1.5505841575642434,Soft Soil,2.5969454130635645,8.288139190629686,87.28302239010452,0.3823482459026176
High,1.0596214365106622,1.377529302254237,0.47660693708267476,1.5554611573909225,Rock,2.9111027247403145,8.106084262216118,49.014236173172456,9.10211104941989
Very High,0.5654386200081968,1.6695229006417425,0.3599033550873401,0.2687040303634577,Soft Soil,2.543857448853558,6.3472716960676046,31.252069473454746,0.18140900075002608
Low,0.17921991860540187,1.3788750487313124,0.46515243622841246,0.25422550067131244,Soft Soil,2.128366773456258,5.535380213358637,52.24625463325402,7.387213228937146
Low,0.623489465817939,1.666265849773764,0.26426639866281065,0.54658231090329,Clay,1.8853514937152371,6.327369596518969,38.81384388548162,1.6062640805032138
Very High,1.4222280157720248,0.8542851081942008,0.13019323312177666,1.587102306341789,Sand,0.8881519899661867,8.217978190988491,56.86580540231319,9.13107325779604
Very High,0.9984281562179814,0.3970022443468356,0.027360516495996273,0.3191343946249482,Sand,2.9655083533908906,5.524346411187265,12.338753964308475,8.93867980193987
High,1.0400708081340897,1.5021068000554252,0.3633163408904414,1.3239945644666586,Soft Soil,1.6436584696650938,6.859963556359872,99.70205977844256,6.573621349055648
Moderate,0.9851950150926957,0.7849015597689524,0.06153019600476153,0.2719815533422755,Soft Soil,1.1349020706171071,8.127435365823363,43.13003189197504,6.755118083025991
Very High,0.3785889945432115,1.3754145679353518,0.15208478900771163,1.1593343513713033,Clay,2.2667594818722048,6.090648638077704,35.4748333310295,0.15285750549991658
Low,0.6856674097431921,0.6142234897653547,0.2667029830340648,0.7053144085025461,Soft Soil,1.4254342360100107,7.389943366512139,71.31077498331022,9.85022850452466
High,1.1513157177086455,0.2543363061326781,0.2826438773020941,1.441153737041974,Clay,2.088712196048305,5.605342083219665,37.026041243037916,8.790542775400562
Very High,0.2419220565744228,1.9859054114267505,0.3006910152965809,0.4972737630031181,Sand,2.090889397258101,4.99175750415672,83.494156197847,8.961551634727911
